Age,Income,CreditScore,Gender,LoanAmount,Approved
34,118550.0,625,Male,37776.0,1
34,101461.0,846,Female,56390.0,1
43,70872.0,826,Male,42505.0,1
49,54229.0,776,Male,25387.0,1
43,128433.0,686,Male,76545.0,1
64,43665.0,822,Male,20260.0,1
40,110810.0,750,Male,54672.0,1
29,81674.0,775,Female,29032.0,0
29,121177.0,693,Male,45222.0,1
63,68946.0,733,Female,17764.0,1
47,160370.0,716,Male,84852.0,1
47,105057.0,795,Female,60137.0,0
44,109177.0,699,Male,49061.0,1
64,75674.0,742,Female,25537.0,1
34,91665.0,757,Female,23980.0,0
49,92314.0,652,Male,28254.0,0
30,139902.0,847,Female,42273.0,1
41,105014.0,814,Female,46775.0,0
40,108596.0,816,Female,62770.0,0
60,108316.0,759,Female,23755.0,1
33,110715.0,804,Male,22188.0,0
36,60264.0,663,Female,26520.0,0
52,146232.0,632,Male,45862.0,1
35,73063.0,771,Male,40347.0,1
32,94040.0,791,Female,31118.0,0
47,133287.0,676,Male,42105.0,0
63,143366.0,715,Female,44129.0,0
48,115149.0,763,Female,29702.0,1
32,82383.0,843,Female,35640.0,0
59,98193.0,728,Female,26246.0,0
55,99174.0,848,Male,36680.0,1
64,100060.0,739,Male,38462.0,0
40,64249.0,719,Male,13376.0,0
27,126503.0,768,Male,26151.0,1
59,98365.0,730,Male,40141.0,1
63,76945.0,823,Male,36811.0,1
49,82540.0,670,Female,47614.0,1
22,101746.0,640,Female,27639.0,0
56,59927.0,679,Male,14461.0,1
61,116961.0,798,Female,25829.0,0
29,100868.0,640,Male,37767.0,1
28,134142.0,726,Male,60265.0,0
32,96940.0,745,Female,51981.0,0
60,67868.0,753,Female,32106.0,0
25,65055.0,692,Female,18433.0,0
46,85232.0,812,Male,32790.0,1
33,87877.0,695,Female,49575.0,0
47,80818.0,805,Female,26726.0,0
59,98212.0,697,Female,39235.0,1
33,80184.0,753,Female,46781.0,0
64,101355.0,684,Female,50058.0,0
58,81984.0,705,Female,40918.0,0
45,110793.0,653,Female,33341.0,1
37,87248.0,675,Female,31922.0,1
34,126155.0,694,Female,29386.0,1
46,111307.0,622,Male,49266.0,1
25,99840.0,789,Female,24110.0,1
32,89808.0,809,Male,47990.0,1
53,57025.0,625,Male,29985.0,0
28,130339.0,625,Female,53888.0,0
32,77981.0,810,Female,19999.0,0
49,97268.0,767,Female,20449.0,1
62,103595.0,768,Male,53733.0,1
44,90412.0,621,Female,39786.0,1
44,128865.0,837,Male,62419.0,1
49,64466.0,842,Female,20727.0,1
64,138348.0,709,Female,55864.0,1
47,111789.0,675,Female,55768.0,1
46,88839.0,715,Female,34205.0,1
50,89119.0,629,Female,39262.0,1
40,39579.0,706,Female,20419.0,1
54,73794.0,689,Male,21112.0,1
57,86152.0,770,Male,19502.0,1
35,99403.0,839,Female,41026.0,1
35,126490.0,732,Female,28441.0,1
56,145939.0,649,Male,73936.0,1
51,101807.0,747,Female,49650.0,1
49,100140.0,697,Male,55346.0,1
38,82741.0,784,Female,37715.0,0
24,52122.0,674,Female,11826.0,0
37,79855.0,843,Female,24057.0,0
51,89862.0,668,Female,47014.0,0
50,119385.0,653,Male,31858.0,0
36,107988.0,724,Male,51769.0,0
46,100539.0,791,Female,51486.0,1
59,80480.0,641,Female,26723.0,0
63,45447.0,650,Male,14948.0,1
59,46956.0,754,Female,19868.0,0
44,53407.0,724,Male,29081.0,1
46,87700.0,768,Female,25395.0,0
63,119851.0,635,Female,69095.0,0
28,119177.0,639,Male,52396.0,1
43,114843.0,662,Male,68544.0,1
38,82123.0,791,Female,19368.0,1
39,123607.0,666,Female,30979.0,0
62,71723.0,733,Female,38060.0,0
31,116335.0,638,Female,63507.0,0
31,53136.0,667,Female,20095.0,0
28,65572.0,843,Female,31844.0,0
59,136315.0,826,Female,74568.0,1
48,89904.0,816,Male,19532.0,1
54,77976.0,758,Male,33497.0,1
22,122569.0,826,Male,66358.0,1
55,125434.0,776,Female,45064.0,1
25,84168.0,664,Male,27014.0,1
38,101962.0,815,Female,52845.0,0
25,98423.0,783,Female,32904.0,1
64,30000.0,795,Female,6038.0,1
47,60103.0,706,Male,35090.0,1
25,118556.0,634,Male,51791.0,1
22,74185.0,729,Male,39155.0,1
28,108246.0,791,Male,57383.0,0
51,101576.0,814,Male,23013.0,1
30,125386.0,715,Female,33647.0,0
56,60905.0,821,Female,19761.0,0
29,104855.0,787,Female,34422.0,0
45,93365.0,721,Female,43276.0,0
40,75256.0,705,Male,33809.0,1
57,75080.0,761,Female,29870.0,0
64,100687.0,810,Female,28646.0,1
48,110742.0,700,Male,39069.0,1
53,96590.0,832,Female,40320.0,0
35,97368.0,670,Male,37700.0,1
39,82538.0,731,Female,20710.0,1
49,84195.0,826,Female,38713.0,0
50,75188.0,805,Male,17235.0,1
37,82035.0,634,Female,28817.0,0
56,109867.0,684,Female,53177.0,0
52,112660.0,707,Female,23434.0,0
25,63103.0,802,Male,27008.0,1
58,72589.0,695,Female,24231.0,1
38,77240.0,629,Male,15721.0,1
60,93399.0,661,Male,25792.0,1
47,52921.0,714,Male,30503.0,1
60,73027.0,630,Female,29829.0,0
62,60360.0,737,Female,36149.0,0
25,105012.0,763,Female,43047.0,0
51,94258.0,744,Female,39360.0,0
51,83436.0,820,Male,29765.0,1
43,68418.0,697,Male,22169.0,1
32,83823.0,766,Male,25199.0,1
23,80883.0,778,Male,27287.0,0
33,135867.0,820,Male,52165.0,1
51,119925.0,847,Male,33195.0,0
57,77732.0,800,Male,22538.0,1
39,99130.0,709,Male,30593.0,0
47,118605.0,627,Male,45035.0,1
28,77725.0,771,Male,35841.0,1
22,59572.0,755,Female,32315.0,0
47,50079.0,830,Female,15767.0,0
44,126807.0,730,Female,34681.0,1
47,90223.0,795,Male,31717.0,1
27,102283.0,777,Male,57049.0,1
27,80644.0,677,Female,16447.0,1
29,63303.0,705,Male,29825.0,1
45,67967.0,674,Male,26566.0,1
43,61474.0,820,Male,16255.0,1
40,116250.0,741,Male,38177.0,1
58,132314.0,809,Male,38368.0,1
39,95931.0,727,Male,52871.0,1
52,57055.0,667,Female,22408.0,0
58,107415.0,751,Male,45677.0,1
51,126625.0,784,Male,55395.0,0
63,119292.0,755,Female,54379.0,1
54,94272.0,748,Male,37541.0,0
31,89138.0,839,Male,18465.0,1
58,94071.0,817,Female,31409.0,1
33,125631.0,666,Male,34366.0,0
51,114009.0,847,Male,53819.0,0
48,85356.0,822,Male,19007.0,0
60,84727.0,624,Male,36053.0,0
30,82958.0,797,Female,23581.0,1
42,68384.0,643,Female,39631.0,0
33,128796.0,794,Male,43046.0,1
50,75304.0,637,Female,24857.0,0
54,107257.0,703,Female,61067.0,0
64,78464.0,775,Male,28792.0,1
36,83069.0,824,Female,48608.0,0
23,92153.0,624,Male,19322.0,1
60,108631.0,649,Male,35038.0,1
39,88519.0,620,Male,41292.0,0
24,66520.0,705,Male,37008.0,1
28,95477.0,701,Male,28888.0,0
64,75833.0,793,Female,43391.0,1
39,133596.0,688,Male,58468.0,1
59,88501.0,650,Male,46056.0,0
58,78301.0,817,Male,28101.0,1
54,144370.0,710,Female,41127.0,0
52,113472.0,803,Female,64054.0,0
32,72581.0,836,Female,41607.0,0
25,75227.0,712,Female,30018.0,0
39,106855.0,746,Female,21649.0,0
25,96087.0,775,Male,23437.0,1
55,117254.0,635,Female,50327.0,0
50,78433.0,673,Female,16433.0,0
45,112528.0,800,Female,40371.0,0
43,39043.0,759,Female,12546.0,1
23,91139.0,639,Male,44270.0,1
27,79571.0,701,Male,17683.0,1
63,83624.0,781,Male,33073.0,1
46,92428.0,800,Female,39896.0,0
42,123463.0,811,Male,55177.0,0
37,66149.0,770,Male,23950.0,1
52,40299.0,728,Female,12966.0,1
35,69049.0,774,Male,32660.0,0
60,120561.0,732,Female,64986.0,0
49,53875.0,636,Male,25723.0,1
53,80701.0,795,Male,46229.0,0
49,115989.0,768,Male,56476.0,0
30,93539.0,797,Female,47317.0,0
43,123218.0,787,Male,32919.0,1
53,44128.0,745,Male,16231.0,0
26,86960.0,842,Female,34264.0,0
44,128429.0,622,Male,38852.0,0
26,66828.0,636,Female,27494.0,0
63,120870.0,808,Female,38233.0,0
53,89108.0,669,Male,42326.0,0
31,105853.0,741,Female,41083.0,1
60,126616.0,709,Male,48560.0,1
36,105746.0,706,Female,62756.0,0
28,80219.0,625,Male,28636.0,1
50,109052.0,775,Female,37614.0,1
24,78455.0,819,Male,25689.0,0
40,101834.0,674,Female,56813.0,1
31,63704.0,805,Male,25398.0,0
49,95727.0,792,Male,42121.0,1
50,124732.0,819,Male,33968.0,1
36,87531.0,766,Male,36446.0,1
56,122342.0,721,Female,37909.0,1
27,172336.0,648,Male,84833.0,1
33,94276.0,770,Female,50250.0,1
59,110355.0,730,Female,53624.0,0
34,106922.0,779,Female,52616.0,0
50,100628.0,629,Male,40753.0,1
40,114697.0,710,Male,55611.0,1
24,88798.0,796,Female,32773.0,0
29,78436.0,812,Male,36127.0,1
29,56842.0,648,Male,17258.0,1
41,86431.0,806,Female,19698.0,0
25,117536.0,664,Female,42946.0,0
42,71505.0,814,Female,27509.0,1
24,101167.0,670,Male,30609.0,0
29,91922.0,720,Female,45142.0,0
44,79482.0,842,Male,18235.0,0
37,48674.0,747,Male,14072.0,1
34,129071.0,630,Female,64462.0,0
24,107930.0,833,Male,40457.0,0
30,161632.0,701,Male,77925.0,1
35,121985.0,747,Male,52087.0,0
34,128514.0,846,Female,74575.0,1
28,51266.0,625,Female,22512.0,0
36,50829.0,686,Female,10468.0,0
28,96058.0,681,Female,32770.0,0
59,66297.0,752,Male,17053.0,1
55,77968.0,756,Male,44430.0,1
62,158157.0,647,Male,38211.0,0
43,124747.0,830,Male,44295.0,1
45,71609.0,839,Male,20798.0,1
58,35847.0,838,Female,19310.0,1
22,69502.0,824,Male,22479.0,1
31,81070.0,657,Male,48379.0,1
64,86968.0,662,Male,18737.0,0
37,63024.0,736,Male,15839.0,0
29,123246.0,768,Female,35724.0,0
46,77213.0,838,Male,40494.0,1
33,111214.0,809,Male,61324.0,1
